userName,score,at,content
Riski Andini,4,2021-05-26 07:17:54,Bagaimana caranya ubah ke versi *.pdf kalo baca buku? Saya tidak terbiasa baca yang versi reflow text
Kevin Pascal 1994,5,2021-05-23 11:40:04,Makasih atas e-booknya!
Body Setiawan,1,2021-05-21 14:12:15,Aq beli koran rakyat merdeka 20 April kok yg bisa d download malh edisi lainnn q butuhny edisi itu ngg butuh yg lain
Suci Rachmawati,1,2021-05-19 21:27:16,"Mohon infonya kenapa tidak bisa unduh apapun ya, padahal berhasil untuk berlangganan 😿😿"
Robi Chandra,5,2021-05-18 12:36:04,Ok
Timika Sayang,5,2021-05-14 02:03:02,Keren
Winda Safitri,4,2021-05-13 15:17:51,"Syukurlah saran saya didengar:) ukuran hp itu umumnya 5inch jadi kalau baca buku format .pdf selembar tanpa di-zoom in/zoom out, bisa2 jereng tuh mata. makanya saya minta agar ada fitur reflow text, jadi formatnya tuh kayak baca .epub, ukuran hurufnya bisa kita sesuaikan senyamannya pembaca."
Vilya De Queljoe,5,2021-05-11 14:48:16,Saya membeli salah satu buku dari Aplikasi ini tetapi bukunya tetap tidak bisa saya akses dan tidak masuk dalam riwayat transaksi saya. Saya sudah melapor tapi tetap tidak ada jawaban dari pihak Gramedia Digital. Sangat tidak profesional.
Fauzan Kamal,1,2021-05-05 15:57:43,Kg bisa di pinjem + harus banyar
Agung Wibowo,2,2021-04-26 12:20:11,Umpan lele Memsncing
papriza102 ija,5,2021-04-25 20:01:14,oke
Ellya Syafriani,4,2021-04-18 12:12:37,"bagus bgt, tapi mau saran supaya bisa dikasih stabilo atau fitur coretan, atau tambahkan add note supaya lebih hafal lagi."
Shaviera Yolandari,3,2021-04-17 22:14:01,"Bagus aplikasinya.. tapi sayang harga ebook nya sama dengan harga buku cetak, seharusnya bisa lebih murah karena paper less :"")"
Gitarius Santoso,3,2021-04-15 03:52:08,Apakah saya bisa install aplikasi gramedia digital ini di tablet huawei tanpa google services?
Christian Purba,3,2021-04-14 12:33:05,"PLEASE ADD NIGHT MODE ( DARK THEME ) Overall ,Koleksi bukunya bagus namun ada beberapa saran & kritik lain yang saya harap setidaknya dipertimbangkan developer terkait kenyamanan untuk pembacaan buku. Mohon lebih dioptimalkan dengan mode malam, efek ganti halaman, dll"
ika paronika,2,2021-04-12 06:49:26,"Sebel sih karena pas qt langganan qt masih tetep gak bisa download buat save, kek sia2 aja gitu... Hanya bisa baca doang tapi gak bisa di save/unduh. Harganya sama pula kek buku cetaknya."
Risalatul Fajarwati,1,2021-04-08 12:05:08,Sayang sudah bayar buku tapi tidak terdownload ebooknya ..apa ini maksutnya ..balikin duit w lah
Muthia Rahmah,1,2021-04-07 04:01:55,Bukunya lengkap dan bagus tapi font halaman tidak bisa disesuaikan untuk bisa dibaca nyaman di ponsel. Tampilan bukunya jelas jelas cuma hasil scan :( Padahal bayar tapi reading experience-nya zonk. Semoga bisa diperbaiki
Zyljian Harimu,4,2021-04-03 21:55:24,Semoga saja aplikasi ini membatu
Nugroho,3,2021-04-03 05:57:17,"Kasih fitur Highligt dong, biar bisa ngasih tanda kalimat2 pentingnya. Pengaturan pencahayaannya udah ada sih, tapi masih kurang redup, masih bikin mata cepat lelah."
Isham F.,4,2021-03-28 04:22:39,"Kok sekarang gk bisa di buka katanya gk bisa ke hubung sama server, tapi connection nya dilain bisa tuh, tapi sebelum nya bisa."
Genesis Cristi,5,2021-03-28 02:23:22,Bagus
algrista sandi sani,2,2021-03-24 22:51:59,It's so bad
Ayuni Kazeera,2,2021-03-24 07:24:48,"Koleksi bukunya kurang lengkap terus susah nyari bukunya, ribet nyari kata kuncinya"
totik kurniawan,3,2021-03-22 11:36:29,"Kenapa harga buku gramedia digital dgn buku aslinya kok harganya sama harusnya digital lebih murah karena tdk ada cetak buku,dan saran saya agar buku yg sudah di beli bisa di simpan di memori HP"
Shera Baliana,5,2021-03-21 16:19:01,Keren 😁
Nike Ardila ega,5,2021-03-17 16:54:12,Senyummu
Lillaah Khakimah,1,2021-03-16 05:16:22,cukup sekali pake apps ini. dan ngk mo instal lagi lagi. hiks. kecewha. sekian dan terima kasih.
Raihan Thaluti,2,2021-03-15 14:49:29,"Saya sudah berhasil bayar majalah 45k, terus kenapa ngga bisa di unduh. Padahal mau buat tugas presentasi besok, minta bantuannya caranya gimana biar ke unduh.."
Diel Gulo,5,2021-03-12 03:40:32,Oke
Muh Iqbal Harya Yoshida,1,2021-03-10 13:46:11,Nyesel beli ternyata gak bisa buka di laptop kalah saing sama google play book hadeh
Ahmad Sidik,1,2021-03-07 20:36:31,Ui ux nya jelek
Bloace Mory,3,2021-03-07 12:12:49,Tolong kasih rekomendasi dong nggak banyak buku yang saya suka saya cari komik nggak ada yang sesuai saya cari novel kesukaan saya juga nggak ada
Aqidatul Izzah Taufiq,5,2021-03-07 04:21:23,Mantap sekali. Baca buku jadi lebih praktis.
I Gede Arya Krisnadi,1,2021-03-05 03:49:11,"Saya jika anda ingin membeli ebook untuk orang lain, sebaiknya suruh orang tersebut untuk beli sendiri, karena file hanya bisa diakses lewat app dan file tidak dapat di transfer ke orang lain. Dasar app CACAD"
lee seunna,2,2021-03-04 14:39:15,"Banyak promonya, banyak buku yang saya suka bisa di unduh tapi kalau tidak sering update sering lambat loding sampai 10 menit lebihlah, ternyata buku hasil unduhanpun penyimpanan di aplikasi gak di internal langsung harus buka aplikasi lagi kalau mau baca jadinya"
L ouphe,5,2021-03-04 13:18:34,"Mohon kalau bisa buku digital tampilannya seperti ebook biasanya, yang bisa swipe seperti membuka halaman baru. Bukan seperti tampilan pdf biasa. Dan kalau bisa diberikan index sesuai daftar isi. Jadi apabila ingin loncat k bab berapa langsung bisa."
weni febri,3,2021-03-04 11:37:51,Tampilan halaman utk buku yg baru update sangat tidak nyaman untuk membaca lama. Beda dgn buku buku yg di telah lama di update. Tolong kembalikan ke versi sebelumnya
Zainul Rajab,5,2021-03-04 08:43:49,Kk
Arif Indro,5,2021-03-03 16:17:55,Baik
timotius doc,1,2021-03-01 04:39:04,"Mau download, tp begitu liat review auto gajadi bund.... Ap ad yg bs kasih rekomendasi app kyk gini?"
Retno Manggaharti,5,2021-02-28 18:51:14,"Saya tidak dapat download, download awalnya berjalan, tetapi selalu mandeg di bagian yang sama (hal tersebut juga berlaku untuk buku yang lainnya), 4 jam tidak bergerak samasekali. Sudah memakai jaringan lain ternyata juga tidak berubah (padahal untuk download film lancar). Note: masalah selesai dengan menggunakan mode pesawat terlebih dahulu, dan kemudian aktifkan lagi paket data."
Dedy Herdiyanto,1,2021-02-28 13:57:12,"Saya telah membeli paket tetapi buku tidak dapat di download, mohon pencerahannya"
JERRY ROMIA,1,2021-02-28 11:08:18,BAD REQUEST FOR NONE???
Keling Keling,5,2021-02-27 11:42:23,Ok
Alit Prabawati,1,2021-02-27 11:02:37,Tidak bisa membuat langganan dengan linkaja.macet
Ari Wicaksono,1,2021-02-22 00:41:04,"Ini gmana to saya sudah beli bukunya dengan transfer dan sudah terima receipt tp ketika saya buka, blm bs dibaca dan masih tertulis harus beli. Ini kenapa? Kalau gak bs dibrli tolong kembalikan uang saya. Terimakasih"
Gitta Ayu. R,1,2021-02-20 23:20:42,Apl nya tidak bisa dibuka .
Mas Ryandi ST,5,2021-02-18 06:54:25,Mantab
I Made Edi Suadnyana,1,2021-02-17 12:09:32,"Kok ga bisa dibuka ini aplikasinya,, hpku oppo reno 5 kok ga bisa buka aplikasi"
haedir mude,1,2021-02-17 04:57:49,Tetiba gramediaku nggak bisa kebuka
jambi _007,1,2021-02-16 23:35:37,"Sdh di bayar tapi TDK bs di unduh , percuma bayar paket bulanan"
Sri Hartaty,1,2021-02-16 15:14:21,"Makin error aja aplikasinya. 1.Pembayaran susah kurang banyak cara bayar 2. Sdg masa paket tiba2 tdk bisa unduh dan baca, begitu reinstal semua koleksi lenyap. 3. Kembalikan cara pembayaran via gopay dong"
Words prnsid,2,2021-02-15 02:02:33,"Halo, Gramedia. Ini kenapa ya saya nggak bisa akses GD? Selalu ada pemberitahuan pembatasan akses aplikasi. Apakah ini memang dari aplikasinya atau hp saya yang bermasalah, ya? Terima kasih"
Sina Masuta,1,2021-02-14 20:06:31,"sekarang udh bisa diinstal, tapi bukunya tdk bisa di unduh. padahal udh bayar langganan full premium package.. masih di android S7.. ada aja masalahnya.."
Ayu Pangestika,1,2021-02-14 09:31:58,Download bukunya ko lama banget ya? Padahal udah pake wifi :(
Hendra Kurniawan,5,2021-02-14 03:51:53,Bagus
andito saba,1,2021-02-12 01:23:24,"Aplikasi tidak bisa dibuka, keluar terus"
Nurul Bashiroh,4,2021-02-10 11:18:21,"Saya berlangganan Gramedia digital tiap bulan. tolong update aplikasi ini. berikan fitur memperbesar dan mengecilkan font. saya baca dari hp. minus mata banyak, alangkah nyaman jika font bisa diperbesar tanpa 200m in."
Hawin Mustofa,5,2021-02-10 04:05:21,Mudah dan menyenangkan
Bondan Prakoso,4,2021-02-07 07:59:10,"Ko ga bisa reset password ya, saya udah Terima link reset password tapi 403 forbidden"
Fani Nafi'an,2,2021-02-04 02:34:47,Tulisan dalam ebook terlalu kecil dan jarak spasi per kalimat padat tidak nyaman dibaca via gadget layar kecil
Kanya Hafsah Kamilah,5,2021-02-03 04:55:12,Bagus!
Isan R,5,2021-02-01 23:15:42,Mantap aplikasinya
Hilma Rizqina,4,2021-01-31 13:55:04,Kenapa harganya naik sih jir
Antony Mus,3,2021-01-31 07:47:36,Alangkah lebih baik kalau bisa fitur mode gelap (dark mode) soalnya mata perih kalau lama² lihat sinar putih.
DIYAH PUSPITA SARI,1,2021-01-31 05:46:28,Jelek
Ady Yansah,4,2021-01-29 18:49:25,Bri alat lengkap
Yosua P. Wiyana,1,2021-01-27 09:50:42,"Hallo, Team Gramedia Digital, Saya sudah berlangganan Non-fiction premium package, tapi kenapa , masih suruh membeli ya, untuk membaca yang ada di list package tersebut?, awal mula berlangganan saya bisa baca semua yg ada di list package tersebut, Tetapi sekarang lebih diarahkan untuk membeli full premium package untuk dapat membacanya lagi? Mohon penjelasannya? Salam"
Maruli Tuta,5,2021-01-27 08:52:10,Aplikasi yang bagus
adeeva,4,2021-01-26 15:59:51,"koleksinya cukup lengkap,semoga segera ada format epub-nya agar lebih enak dibaca."
William Tanubrata,5,2021-01-24 09:52:56,"Aplikasi sudah bagus dan sangat bermanfaat bagi para penggemar pembaca buku (salah satunya Paketan-nya) Saran kedepannya, Tolong Gramedia membuat sebuah Ebook Reader (seperti Kindle) atau Ebook dapat disambungkan dengan Ebook Reader selain Kindle. Karena mata lumayan pedih jika membaca di layar Mobile terlalu lama."
B A N G I T,5,2021-01-23 01:21:23,Ok
Indra Nurmatias,5,2021-01-20 19:38:29,Sangatbaik
rudi ansyah,1,2021-01-17 14:43:03,"Halo gramedia,aq udah beli buku melalui via mastercard,buku yg aq beli tidak kunjung ada di koleksiku,udah mngadukan x melalui via email ,di suruh membuktikan schrenshot bukto pembayaran melalui via playstore sedangkan aq bayar pej via mastercard ada bukti pembayarannya ,bukti penarikan dari rekening atas nam gramedia,bagaimana ini???kalo tidak kunjung ada buku yg saya beli mending kembalikan uang yg sdah sya bayarkan,sya beli x 2x lho,terimakasih"
Hairun Hammad,1,2021-01-15 01:27:01,"Maaf tidak bisa beli lewat aplikasi, tolong segera perbaiki..."
Sus Shanti,3,2021-01-12 09:28:50,"Wowwww aplikasi ini sangat keren walau kadang²juga eror sihh,,,😁😃"
subagio waluyo,5,2021-01-12 07:35:00,Luar biasa
Galang Wisnu Permadi,1,2021-01-10 13:18:30,APLIKASI SAMPAH UDAH BELI SALDO BERKURANG MALAH PAYMEN INVALID
Salsa A,5,2021-01-03 08:26:13,"Koleksi bukunya banyak dan bagus2. Memang sempet ada masalah sih, tp tanggapan dr cs gramedia nya jg cepet, jd masalahnya jg cepet selesai.Pokoknya ga nyesel langganan gramedia digital"
Fadhilah Hermansyah,5,2021-01-01 06:15:42,Aku suka gramedia ini aku jadi bisa baca terima kasih sudah membuat aplikasi ini
Sabaruddin Nst,3,2020-12-29 14:46:19,. Gy
Liora fidelia Celestyn,1,2020-12-28 12:47:51,"Ikut kids package bayar pakai gopay potong 45rb sampe dua kali tapi tetap g bisa baca bukunya, merugikan loh"
Ade Munajat,5,2020-12-27 08:54:49,Terima kasih. Semangat membaca segera pulih.
Evercross 1000,5,2020-12-26 23:33:16,Sip lh membantu sekali buat yang belum bisa
Mino Sudarso,1,2020-12-25 14:33:12,"Udah beli, mau buka ga bisa, lapor dulu via ig baru bisa. Giliran baca mau pindah halaman malah keluar ke koleksi, bikin capek, malah nyusahin. Analoginya, buku sudah dibaca setiap mau ganti eh bukunya balik ke lemari buku, mau lanjutin buku ak harus pilih dilemari lalu buka lagi. Capek boss!!!"
Hasan Putra,1,2020-12-24 08:23:01,"Ngehe gw kira beli buku asli malah di kasih e-book, asu nyesel beli di Gramedia, klo digital yang gratis banyak"
Ranggi Reksa,4,2020-12-24 05:44:44,Masih ada beberapa bug harga saat membeli buku
Benny Nathanael,1,2020-12-21 22:26:59,Super App. Thanks.
Unik Herniati,5,2020-12-18 23:50:55,Sangat bagus
Aliva Camalia,1,2020-12-18 12:40:48,"Pembayaran invalid buku gak ada tapi uang juga ketarik,,,"
Esther Christina,1,2020-12-16 11:28:39,"Kok jadi ribet sekarang,,,dulu gampang bisa pake gopay. Trus ternyata premium juga ga semua bisa di baca."
Danu Bahttiar,5,2020-12-15 01:57:08,Dah nkar
Victor Gunadi,1,2020-12-09 04:11:28,Aplikasi harus ditingkatkan untuk kenyamanan membaca. Membuat mata tdk nyaman dan fitur yg tdk support !
Rani Permata Sari,1,2020-12-08 10:08:11,"Sudah bayar langganan pakai google play (saldo gopay) tapi tidak bs di gunakan ttp saja suruh beli lagi. Payah, kembalikan uang saya."
Adi Temon,3,2020-12-06 01:30:17,5yy uy try hard h jual hu hu y
yessy azwarni,3,2020-12-05 03:06:50,"Saya sudah bayar lewat gopay fiction premium 45k, tapi pas saya buka buku fiksi, tetap suruh bayar, tidak ada tanda bahwa saya sudah premium. Nanti saya kasih bintang 5 jika sudah diperbaiki."
Iyad Mulyadi,4,2020-12-02 10:38:58,Banyak bug
Trisna Handayani,3,2020-12-02 10:07:58,"Pembayaran lewat gopay gak bisa, jadi lebih sulit. Mana beli lewat google play ribet, mau lapor cs dulu baru d proses. Kembalikan pembayaran lewat gopay lagi, biar gak ribet kyk gini. Btw, kalau ad complain mending ke ig dripd email, lbh cepat d respon drpd email."
Zahy Arkan,5,2020-12-01 14:36:18,Mantap
I M,1,2020-11-25 12:06:27,"Melalui aplikasi ini, Gramedia terlihat sangat tidak user friendly bahkan menjurus ke sengaja mempersulit konsumen digital. Saya sebagai pembeli premium tidak ditunjukkan bacaan mana yang harus dibeli satuan dan bacaan mana yang sudah dibeli secara paket. Panduan itu penting supaya konsumen tau nilai hak yang diperoleh jika menjadi member ."
Suprapto Suprapto,1,2020-11-25 06:37:15,Blue pron ingris xxx
Nur Anifah,5,2020-11-23 07:12:30,"Awalnya mmg ada kendala...tp setelah minta bantuan ke custumercare, baik di IG maupun email responnya cepat dan kendala teratasi, terima kasih Gramedia Digital 😊"
bergius sim,1,2020-11-19 15:37:35,"Sudah bayar premium, tapi tidak dapat manfaat premium sama sekali, malah disuruh beli lagi."
Yono Uye,1,2020-11-18 16:29:18,Mantap
vida salsabila,4,2020-11-14 11:23:44,ganyaman bacanya karna bukan dalam bentuk epub
Rindang Mawardani,3,2020-11-14 09:25:07,"Saya sudah lama berlangganan akun Premium Gramedia Online. Tapi akhir-akhir ini saya kecewa karena susah sekali bahkan hanya untuk mengunduh koran Kompas. Seringkali muncul tombol BELI (padahal sudah berlangganan) atau ada tombol UNDUH namun tidak bisa diunduh. Sudah sering saya me-refresh aplikasinya, namun tetap mengalami kendala yang sama. Mohon untuk dapat perhatian dan diperbaiki sehingga aplikasi dapat berjalan lancar dan konsumen tidak kecewa. Terima kasih."
Retno kusuma w a s m,1,2020-11-14 04:32:09,"Saya sudah melakukan pembayaran melalui Google play, tapi kenapa saya belum terdaftar berlangganan di Gramedia digital padahal uang saya sudah tertarik?"
Filmasari Gadiri,1,2020-11-13 17:55:19,Kenapa ya dua bulan ini pembelian ga otomatis? Musti email cs segala...
trapsila,5,2020-11-13 09:11:41,"Saya ga tau harus mulai dari mana, ......... @tpmtpm_ | Ralat setelah dilayani: Sekarang Sudah baik lagi akun saya, sy langsung di dm di ig saya, langsung di perbaiki oleh pihak gramedia. Nih, kalau kawan ada kendala, dm ig nya @gramediadigital langsung di respon dan diperbaiki oleh pihak gramedia. Semoga lancar dan lebih baik lagi. Thx."
Yoppi Adi Saputra,3,2020-11-13 08:33:01,Tolong diperbaiki lagi ya sistem langganan supaya tidak perlu kontak cs dulu untuk aktivasi
I Putu Indra Saputra,3,2020-11-12 23:42:58,"tolong tambahin fitur pendukung lagi, biar lebih nyaman baca.. kayak filter cahaya biru yg bisa diatur, pemilihan warna kertas, kamus, pilihan search istilah.. sama tambahin lebih banyak pilihan buku populer dan referensi.. ok? sistem subscribenya juga diperbaiki biar langsung bisa diakses setelah bayar.."
Reraha Rezki,1,2020-11-12 22:05:54,"Saya sudah melakukan pembayaran untuk non fiction premium package pada tanggal 12 November 2020 kemarin, namun hingga saat ini akun premium yang saya beli masih belum aktif dan saya masih tidak bisa mengakses buku-buku non fiksi, padahal saya sangat membutuhkannya segera. Ketidak otomatisan sistem ini membuat saya merasa rugi membeli paket premium."
Suradi Ok,5,2020-11-11 09:44:00,"Suradi ok, RT:03_RW:03, Karangmbanyu, Widodaren, Ngawi, jawa timur."
Della Aprilia,2,2020-11-09 10:03:40,"Sekarang kenapa ya klo berlangganan ga langsung aktif otomatis. Pdhl saldo sudah kepotong. Jadi nya sekarang tiap saya berlangganan, sya selalu krm email ke CS gramedia untuk minta di aktifkan premiumnya. Walau fast respon CS nya. Tp masa sih tiap mw di aktifin,sya hrs krm email ke CS trs."
Maharani Adylia,1,2020-11-09 06:18:17,"Tolong dong beli buku gopay udh berkurang 130k tp ebooknya blm bisa dibuka, pdhl buat kuliah😭"
PBA Gallery,1,2020-11-08 10:21:48,Sangat Menyebalkan... biasa transaksi dg Gopay.. utk beli ebook di Gramedia Digital.. e... koq sekarang malah dihapus sih.. pembayaran via Gopay... Mau pindah ke Link aja.. duh dapat kode verifkasi nya SUSAH AMAT... dah di ulang 3x tetep aja ga bs... SANGAT MEMYEBALKAN...
Saya kamu,5,2020-11-07 14:06:08,Menambah ilmu pengetahuan dan wawasan
Arsip Archive Arshif,5,2020-11-07 08:28:05,"Kalau mau komplain ke mana ya? Sudah melakukan pembayaran, tapi belum bisa download yang dibeli"
Christiandy Wijaksana,5,2020-11-05 13:06:56,Mantap akses premiumnya
Muki net,4,2020-11-05 08:54:14,اه.ن
Mhaz Echo,5,2020-11-01 18:57:22,🌟🌟🌟🌟🌟
Tika Yuliana A,4,2020-11-01 05:44:26,"Kemarin sempat saldo Google Play terpotong, dan buku tidak muncul di koleksiku. Panik. Dan hari ini coba hubungi Live Chat Customer Care Gramedia Digital website, berbekal screenshot pemotongan Saldo dan GPA Google Play.. Alhamdulillah proses cepat. Baiknya ditingkatkan sistemnya lagi, ga perlu laporan Customer Care, kalau memang berhasil terpotong langsung diperoleh E book nya. Terimakasih"
Jo Wawokota,4,2020-10-30 00:46:15,"Saya membeli buku dengan total harga Rp. 109.648,-...Pembyran melalui Google Play, berhasil namun bukux blum dtambahkan di koleksi hingga saat ini..Komplain ke customer care pun lamban bnget responx..Benar2 mengecewakan..."
Cindy Loavenia,1,2020-10-29 10:39:45,"Saya beli buku dan sudah bayar, saldonya juga kepotong tapi saya tdk dapat bukunya/tidak bisa dibuka"
Suci Hikmayati,4,2020-10-29 08:41:00,Beli full premium package pagi tgl 29 Oktober tapi sampai sekarang keterangannya masih belum berlangganan
Reinaldy Marceliano Nubatonis,3,2020-10-27 00:35:16,Sistem pencarian kata sangat buruk
Nur Indah,5,2020-10-26 17:26:15,Aplikasinya bagus banget dan banyak manfaatnya. Memudahkan untuk kita bisa membac kapan pun dan dimana pun. Kemudian fitur-fiturnya juga simple jadi untuk pemula tidak akan bingung dengan aplikasi ini. Apalagi selalu ada promo menarik yang bisa menghemat pengeluaran kita hehe. Terimakasih gramedia digital ❤️❤️❤️
Purwadi Purwadi,1,2020-10-25 08:43:17,Apakah akaawaa are apaaoawaaaaaaa 1 aaaaa aku
QZT 09 GAMING,1,2020-10-24 15:59:18,Buat spa njsy
exy viu,5,2020-10-24 08:15:58,keren banget
Ali Gufron,5,2020-10-23 04:35:16,Okey
Kiki,1,2020-10-22 23:27:13,"Sy sudah transaksi non fiksi sebesar 45.00 pembelian melalui gopay hari ini tgl 23 oktober jam 6.00, tapi proses masih tidak berlanjut. Di keterangan, saya belum berlangganan. Lalu saya coba ulang. Hingga 2x transaksi. Masih juga sama. Memang gak bisa otomatis langsung update yaa? Saya rugi jadinya. Sampai mau satu jam pun, status saya masih tidak berlangganan. Hhhh"
elita lita,5,2020-10-22 03:41:35,Bagus
adventius wibowo,1,2020-10-21 23:42:03,"Aplikasi buruk, sudah beli pulsa terpotong tetapi tidak masuk di riwayat pembelian dan masih tidak bisa di baca"
川島,1,2020-10-19 10:28:26,Saya kasih bintang 1. Saya beli package non fiksi pakai pulsa tapi pulsa kepotong dan bisa akses. Ampas2 45 rb+pajak gua yg berharha 😭😭😭
Muhsin Fireshare,4,2020-10-19 10:15:57,"Semoga bug tombol ""Unduh"" tapi tetep muncul ""Beli"" (padahal sudah Full Premium) segera diperbaiki. Dari versi awal sampai sekarang belum beres juga."
Romiza Zildjian,3,2020-10-17 03:23:53,"Saya lihat masih banyak terjadi masalah terhadap pembayaran (bayar sudah berhasil tapi akun tidak premium) dan konten premium yang tidak sesuai dengan harapan pembaca. Untuk bagian isi biodatanya juga error (waktu ngisi malah ngetik sendiri) , ntah saya aja yang begini atau justru ada yang lain juga? :D Semoga cepet di maintenance yaps, aplikasi ini bagus kalau bisa dikembangkan lagi."
Widyawati Ahyar,3,2020-10-16 17:34:51,☝️
Edi Susanto,5,2020-10-16 13:47:38,Aku suka sekali dg aplikasi ini
Norhayati Myt,1,2020-10-14 15:51:09,"Saya sudah beli bukunya, pulsa sudah terpotong tapi bukunya tidak bisa di buka."
Muslich Muslich,5,2020-10-13 05:29:18,Keren
Ebit Pratama,1,2020-10-11 01:22:29,Bisa aja
toni hart,4,2020-10-10 20:00:32,Tambahin reading mode dong kyk browser jaman sekarang. Plus aplikasinya tambahin di PC. Thx
john erwhyn,2,2020-10-07 03:09:03,berharap tampilan saat baca buku di perbaharui lagi...seperti mode tampilan baca buku jadi tidak perlu di scroll lagi cukup di tab aja..untk kehalaman selanjutnya
Tika Insani,4,2020-10-06 14:46:24,"Koleksi lengkap, tidak mengecewakan dan sangat cocok buat pecinta buku. Berharap readernya lebih ramah lagi dengan pembaca, akan lebih baik jika ukuran tulisan bisa diubah dan juga ada fitur highlight yang bisa membuat pembaca semakin betah baca lama2."
Indra Yosep,1,2020-10-06 14:12:09,Oi udah langganan tp kok gak bisa di buka udah di potong pula kartu kredit ku
Benaya A.S,1,2020-10-05 03:51:47,Gw kira gratis... Padahal kan enak gitu bisa gratis tapi ilmunya berkembang :(
Lya Lya,5,2020-10-04 10:15:57,Cba
Samuel Naibaho,2,2020-10-04 05:26:09,"Saya sudah bayar yang akun premium 89.000 melalui gogle play tapi akun saya tetap belum premium dan tidak bisa baca buku dan majalan yg ada di premium package, ini pengalaman saya yang kedua, dulu sudah pernah juga. GIMANA NI GRAMEDIA, BENERIN DONG APLIKASINYA"
Eka Yunita Herawati,5,2020-10-03 00:20:36,Sejauh ini enak kok menggunakan app Gramedia Digital apalagi kalau udah tau cara nyari-nyari bukunya. Update teruuss buku-buku terbaru yah!
Yacu Suryani,4,2020-10-01 00:02:14,Gramedia itu seharusnya beri taukan ke rakyat atau kepemirsa yg menonton yg jadi tontonan dan tuntunan
deby firdayana,4,2020-09-29 09:05:15,"Mau nanya di aplikasi ini, gimana caranya pembaca tau ini buku ebook atau tidak? Terimakasih"
Rafael Laverdo,5,2020-09-28 10:10:22,Bill Gates: This app is the most goodest app in my whole life!
Putra Putra,2,2020-09-27 01:09:45,不y
Arya Cakrasoedrasono,1,2020-09-25 15:47:55,"Beli buku aja susah transaksi gagal terus. Padahal saldo pulsa 2x harga buku. Ikan hiu makan tomat, Goblok"
Ibnu Farid Hamdun,5,2020-09-23 11:24:30,"Kasih bintang aja yang banyak dah, masih newbie juga gak ppalah mudah2an keren dan memuaskan dalam belajar membaca lewat digital"
Ricardo Kaka,1,2020-09-22 00:40:16,Kurang lengkap
Nurma Ida,4,2020-09-17 11:32:55,Ok
Nita Shido,1,2020-09-15 08:27:02,"download buku apapun selalu gagal, bilangnya 'tdk bisa trhubung dgn server, mohon cek koneksi'. pdhl download aplikasi lain aman, b'arti ga ada masalah dgn koneksi saya. beruntung aku nyoba trialnya dulu, belum beli paket full premium, jd ga rugi. aplikasi ipusnas msh lbh oke dlm hal download buku. bisa baca buku legal gretongan lagi :D"
Firmanda Adi Perdana,4,2020-09-13 13:07:38,"Ada beberapa buku yang kurang sih, tapi karena saya juga punya myvalue, dan kadang suka ada promo atau event, lumayan bacaan gratis..."
astuti rahma,5,2020-09-10 13:54:22,Good
wahyoedhi hidayat,2,2020-09-10 07:33:29,saya sudah berlangganan premium...baru mengunduh 1 buku dan 1 majalah tapi ga bisa dibuka
Mrusdi Idris,1,2020-09-10 07:13:52,Bintang satu aja dulu
Mul Yadi,5,2020-09-09 17:07:43,Ini aplikasi sangat bagus
Ridwan Anwar,5,2020-09-09 15:02:01,Hai nama saya fitri saya mau cerita tentang diri saya -Saya pernah bosen membaca buku pelajaran -saya beli buku yang murah saat itu - saya baca buku itu tidak sesuai dengan. umur saya - saya lalu mencari apk yang bisa mewujudkan impian saya nah saya jumpa sama apk ini saya langsung suka bangett...... - saran aku bagi kalian yang sukaa.... Banget baca buku silakan milikin apk ini pasti abda senang
Intan Firdaus,4,2020-09-08 11:55:20,Sayang National Geographic nya ga masuk paket premium yg 89ribu/bulan.
harjito jito,5,2020-09-08 01:43:46,Mantaap..gogle..
Pengguna Google,5,2020-09-06 19:03:51,Buku nya pada gratis ya .....?
Fitri Larasari,1,2020-09-03 12:21:20,"Saya sudah berlangganan tapi saving booknya lama bgt sampe sekarang gaada di item saya :""("
Novita Dwi R,4,2020-09-01 10:12:56,Problem solved hamdalah makasih yaa min udah dibantu buat voucherku bisa dipakai 😊 semoga lebih baik lagi sistemnya ke depannya 🙏
Aisha Nabila,1,2020-08-30 12:39:18,Aku udah bayar bukunya tapi apaa mana bukunya masih aja disuruh beli lagi maksudnya apa! Jelek banget gasuka
shafia sarah,1,2020-08-30 05:01:28,Saya sdh download tapi saat mau langganan Premium Kids kok tdk bisa? Sdh pilih cara pembayaran terus diproses tapi tidak ada kelanjutannya. Sdh coba beberapa kali tetap tidak bisa
Iskandar Bangka,1,2020-08-29 08:40:21,"Apakah kalo sdh download. Ada file pdf nya, soalnya mau baca di laptop"
Bayu,5,2020-08-29 00:50:27,Ku coba dulu
Sky Bramz,3,2020-08-28 13:50:51,Saya kasi 3 bintang dulu..kalau bgus saya kasi bntang penuh
Anovs Biasa Aja,2,2020-08-26 13:25:17,"buku buku saya gak bisa di smpan , download kagak selesai selesa."
Pribadi Tea,5,2020-08-26 05:14:56,Lebih bagus
Fla Flanila,3,2020-08-24 16:41:38,"Saya mau beli paket premium kids, tp kok yaaa... kode bayarnya ga keluar2, udh cobain beberapa metode bayar, tp cuma sampe tahap tulisan memproses, ga ada kode bayarnya"
